YEAR,MONTH,DAY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,FATALITIES,INJURED / INFECTED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,MAGNITUDE,PLACE
2018,Apr,6,technology,transportation accident,vehicle,16,13.0,00000,nan,SIN,"armley, sk"
2017,Sep,30,conflict,terrorist,kidnapping / murder,SIN,5.0,00000,nan,SIN,edmonton
2018,Apr,23,conflict,terrorist,kidnapping / murder,10,16.0,00000,nan,SIN,"toronto, on"
2017,Jan,29,conflict,terrorist,shootings,6,19.0,00000,nan,SIN,"quebec city, qc"
2018,Jul,22,conflict,terrorist,shootings,3,13.0,00000,nan,SIN,toronto
2018,Dec,22,natural,meteorological - hydrological,storm,1,SIN,527650000000,nan,SIN,british columbia
2019,Mar,10,technology,transportation accident,air,18,0.0,00000,nan,SIN,"bishoftu, ethiopia"
2019,Jan,23,natural,meteorological - hydrological,storm,SIN,SIN,390000000000,nan,SIN,eastern canada
2019,Apr,18,natural,meteorological - hydrological,flood,SIN,SIN,,nan,SIN,eastern canada
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,
0,,0,SIN,SIN,SIN,SIN,SIN,,nan,SIN,0.0000
2019,Apr,15,natural,meteorological - hydrological,flood,SIN,SIN,00000,nan,SIN,"kashechewan, ontario"
2019,Mar,14,natural,meteorological - hydrological,storm,SIN,SIN,1240000000000,nan,SIN,eastern canada
1971,May,22,technology,fire,residential,32,4.0,,nan,0.0,off british columbia
1930,Feb,26,technology,fire,residential,13,SIN,,nan,0.0,"cross lake, manitoba"
1946,Oct,3,technology,transportation accident,air,39,0.0,,nan,0.0,"stephenville, newfoundland"
1935,Nov,1,natural,geological,earthquake,0,0.0,,nan,0.0,"témiscaming, quebec"
1980,Feb,14,technology,explosion,non-residential,0,2.0,,nan,0.0,"essex, ontario"
1958,May,22,technology,fire,non-residential,12,1.0,,nan,0.0,"alexis creek, british columbia"
1910,Dec,9,technology,explosion,non-residential,31,SIN,,nan,0.0,"bellevue, alberta"
1925,Feb,28,natural,geological,earthquake,6,SIN,,nan,0.0,"charlevoix-kamouraska, quebec"
1918,Feb,14,technology,fire,residential,53,SIN,,nan,0.0,"montreal, quebec"
1943,Apr,21,technology,transportation accident,marine,17,1.0,,nan,0.0,"western bank, nova scotia"
1903,Jun,5,natural,meteorological - hydrological,fire,SIN,SIN,,nan,0.0,"hopewell cape, new brunswick"
1908,Jun,6,natural,meteorological - hydrological,flood,SIN,SIN,,nan,0.0,"old man river, alberta"
1953,Jun,10,natural,meteorological - hydrological,flood,0,SIN,,nan,0.0,"lethbridge, alberta"
1972,Aug,4,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,across canada
1978,Jun,27,natural,meteorological - hydrological,air,0,36.0,,nan,0.0,"masson-anger, quebec"
1969,Oct,25,technology,explosion,non-residential,1,22.0,,nan,0.0,"malton, ontario"
1966,Dec,21,technology,transportation accident,vehicle,8,16.0,,nan,0.0,"windsor, ontario"
1913,Jun,25,technology,transportation accident,rail,8,50.0,,nan,0.0,"ottawa, ontario"
2001,Apr,27,technology,transportation accident,vehicle,4,37.0,,nan,0.0,"sussex, new brunswick"
1910,Apr,29,technology,fire,non-residential,10,SIN,,nan,0.0,"cornwall, ontario"
1936,May,29,natural,meteorological - hydrological,flood,SIN,SIN,,nan,0.0,"skeena river, british columbia"
1996,Sep,15,natural,meteorological - hydrological,storm,0,SIN,,nan,0.0,atlantic canada
1905,Dec,4,technology,transportation accident,marine,11,SIN,,nan,0.0,"iles-de-la-madeleine, quebec"
1941,Feb,6,technology,transportation accident,air,12,0.0,,nan,0.0,"armstrong, ontario"
1952,Jan,19,technology,transportation accident,air,43,7.0,,nan,0.0,"sandspit, british columbia"
1900,May,4,technology,fire,non-residential,1,SIN,,nan,0.0,"sandon, british columbia"
1909,Oct,25,technology,transportation accident,marine,34,SIN,,nan,0.0,"grand manan, new brunswick"
1930,Sep,9,technology,fire,non-residential,0,SIN,,nan,0.0,"hebertville-station, quebec"
1940,Mar,24,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,across canada
1917,Aug,8,technology,transportation accident,marine,12,2.0,,nan,0.0,"simcoe island, ontario"
1944,May,7,technology,transportation accident,marine,125,SIN,,nan,0.0,"grand banks, newfoundland"
1910,May,8,technology,explosion,non-residential,11,37.0,,nan,0.0,"hull, quebec"
1904,Apr,1,natural,meteorological - hydrological,flood,SIN,SIN,,nan,0.0,"lumsden, saskatchewan"
1922,Nov,25,technology,fire,non-residential,10,18.0,,nan,0.0,"winnipeg, manitoba"
1944,Sep,5,natural,geological,earthquake,0,1.0,,nan,5.8,"cornwall, on, massena, ny"
1946,Dec,8,technology,fire,residential,11,18.0,,nan,0.0,"saskatoon, saskatchewan"
1944,May,24,conflict,fire,non-residential,10,47.0,,nan,0.0,"hamilton, ontario"
1908,Jun,22,technology,fire,non-residential,0,SIN,,nan,0.0,"trois-rivieres, quebec"
2001,Apr,12,technology,transportation accident,rail,0,22.0,,nan,0.0,"stewiacke, nova scotia"
1903,Oct,31,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,across canada
1922,Apr,19,technology,transportation accident,marine,21,0.0,,nan,0.0,"caribou island, ontario"
1944,Apr,25,technology,transportation accident,air,15,SIN,,nan,0.0,"montreal, quebec"
1947,Apr,28,technology,transportation accident,air,15,0.0,,nan,0.0,"vancouver, british columbia"
1974,Apr,7,conflict,civil incident,disturbance / demonstrations,0,56.0,,nan,0.0,"toronto, ontario"
1907,Aug,10,technology,explosion,non-residential,2,SIN,,nan,0.0,"essex, ontario"
1919,Aug,10,technology,fire,non-residential,7,SIN,,nan,0.0,"montreal, quebec"
1906,Aug,10,technology,fire,residential,SIN,SIN,,nan,0.0,"hull, quebec"
2012,Aug,12,natural,meteorological - hydrological,storm,0,SIN,,nan,0.0,"calgary, alberta"
1961,Aug,20,conflict,fire,residential,0,SIN,,nan,0.0,"ootchenia, british columbia"
1909,Sep,25,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,across canada
1911,Aug,21,technology,transportation accident,marine,10,SIN,,nan,0.0,"key harbour, ontario"
2005,Aug,2,technology,transportation accident,air,0,33.0,,nan,0.0,"toronto, ontario"
1935,Jan,19,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,"lower mainland and vancouver island, british columbia"
1926,Aug,7,technology,transportation accident,marine,49,0.0,,nan,0.0,"off sable island, nova scotia"
1932,Jun,17,technology,explosion,non-residential,30,35.0,,nan,0.0,"montreal, quebec"
1916,Aug,9,technology,explosion,non-residential,13,SIN,,nan,0.0,"michel, british columbia"
1934,Dec,25,technology,transportation accident,rail,15,45.0,,nan,0.0,"hamilton, ontario"
1902,Dec,25,natural,meteorological - hydrological,avalanche,9,SIN,,nan,0.0,"mollie gibson mine, kokanee lake, british columbia"
1947,Dec,10,technology,transportation accident,air,23,SIN,,nan,0.0,"goose bay, labrador"
1916,Dec,11,technology,explosion,non-residential,24,SIN,,nan,0.0,"peterborough, ontario"
1975,Dec,12,technology,transportation accident,vehicle,10,20.0,,nan,0.0,"toronto, ontario"
1927,Dec,14,technology,fire,residential,37,SIN,,nan,0.0,"quebec city, quebec"
1942,Dec,20,technology,transportation accident,air,13,0.0,,nan,0.0,"mount cheam, british columbia"
1902,Dec,25,technology,transportation accident,marine,21,SIN,,nan,0.0,"canso, nova scotia"
1957,Dec,26,technology,fire,non-residential,0,SIN,,nan,0.0,"springhill, nova scotia"
1986,Dec,30,technology,transportation accident,vehicle,4,19.0,,nan,0.0,"swift current, saskatchewan"
1989,Dec,6,conflict,terrorist,shootings,14,14.0,,nan,0.0,"montreal, quebec"
2008,Dec,28,natural,meteorological - hydrological,avalanche,8,SIN,,nan,0.0,"harvey pass, british columbia"
1943,Feb,11,natural,meteorological - hydrological,avalanche,3,11.0,,nan,0.0,"mclean point, british columbia"
1969,Feb,13,conflict,terrorist,bomb attacks,0,27.0,,nan,0.0,"montreal, quebec"
1904,Feb,9,technology,transportation accident,rail,13,19.0,,nan,0.0,"sand point, ontario"
1900,Jan,10,technology,fire,non-residential,SIN,SIN,,nan,0.0,"dawson city, yukon"
2008,Jan,12,technology,transportation accident,vehicle,8,4.0,,nan,0.0,"bathurst, new brunswick"
1977,Jan,14,technology,transportation accident,air,12,0.0,,nan,0.0,"terrace, british columbia"
1903,Jan,14,technology,explosion,non-residential,12,SIN,,nan,0.0,"departure bay, british columbia"
2004,Jan,17,technology,transportation accident,air,10,0.0,,nan,0.0,"off pelee island, ontario"
1974,Jan,18,technology,fire,residential,9,25.0,,nan,0.0,"winnipeg, manitoba"
1938,Jan,18,technology,fire,residential,45,21.0,,nan,0.0,"saint-hyacinthe, quebec"
1901,Jan,23,technology,fire,non-residential,SIN,SIN,,nan,0.0,"montreal, quebec"
2000,Jan,30,technology,transportation accident,rail,0,43.0,,nan,0.0,"miramichi, new brunswick"
1904,Jan,8,technology,transportation accident,marine,56,SIN,,nan,0.0,salish sea
2004,Jul,14,natural,meteorological - hydrological,flood,0,0.0,,nan,0.0,"peterborough, ontario"
1903,Jul,15,technology,explosion,non-residential,15,8.0,,nan,0.0,"cumberland, british columbia"
1993,Jul,16,technology,transportation accident,vehicle,19,2.0,,nan,0.0,"la tuque, quebec"
1907,Jul,16,technology,explosion,non-residential,7,40.0,,nan,0.0,"london, ontario"
1949,Aug,21,technology,transportation accident,air,21,0.0,,nan,0.0,northern manitoba
1907,Jul,23,technology,fire,non-residential,0,0.0,,nan,0.0,"victoria, british columbia"
1948,Jul,24,technology,transportation accident,air,26,0.0,,nan,0.0,"cap-des-rosier, quebec"
1909,Jul,2,technology,fire,non-residential,2,6.0,,nan,0.0,"cobalt, ontario"
2003,Jul,30,natural,meteorological - hydrological,fire,0,SIN,,nan,0.0,"mclure, british columbia"
1978,Jun,11,technology,transportation accident,marine,13,SIN,,nan,0.0,lake timiskaming
1910,Jun,13,technology,fire,non-residential,32,50.0,,nan,0.0,"montreal, quebec"
1969,Jun,13,natural,meteorological - hydrological,fire,0,0.0,,nan,0.0,"faro, yukon"
1951,Jun,15,technology,fire,residential,35,SIN,,nan,0.0,"montreal, quebec"
2014,Jun,17,natural,meteorological - hydrological,air,0,3.0,,nan,0.0,"angus, ontario"
1974,Jun,1,technology,transportation accident,vehicle,14,SIN,,nan,0.0,"les eboulements, quebec"
1908,Jun,20,technology,fire,non-residential,0,1.0,,nan,0.0,"burk's falls, ontario"
1957,Jun,23,technology,transportation accident,air,14,SIN,,nan,0.0,"port hardy, british columbia"
1937,Jun,25,technology,explosion,non-residential,4,97.0,,nan,0.0,"montreal, quebec"
1950,Jun,2,natural,meteorological - hydrological,fire,0,SIN,,nan,0.0,"chinchaga river, alberta"
1903,Jun,3,technology,fire,residential,SIN,SIN,,nan,0.0,"hull, quebec"
1948,Jun,4,technology,fire,non-residential,SIN,SIN,,nan,0.0,"saint-victor, quebec"
1931,Jun,8,technology,fire,non-residential,0,SIN,,nan,0.0,"saint-victor, quebec"
1954,Jun,8,technology,fire,non-residential,0,0.0,,nan,0.0,"winnipeg, manitoba"
1979,Jun,9,technology,transportation accident,vehicle,11,20.0,,nan,0.0,"sainte-rosalie, quebec"
1977,Sep,3,technology,transportation accident,vehicle,10,SIN,,nan,0.0,"lantzville, british columbia"
2009,Mar,12,technology,transportation accident,air,17,1.0,,nan,0.0,off coast of newfoundland
2000,Mar,16,technology,transportation accident,vehicle,8,SIN,,nan,0.0,"st-jean-baptiste-de-nicolet, quebec"
1912,Mar,16,technology,transportation accident,marine,10,0.0,,nan,0.0,"gull rock, nova scotia"
1941,Mar,18,technology,explosion,non-residential,5,60.0,,nan,0.0,"montreal, quebec"
1953,Mar,18,technology,transportation accident,air,23,0.0,,nan,0.0,"random island, newfoundland"
2013,Mar,21,natural,meteorological - hydrological,storm,3,100.0,,nan,0.0,"edmonton, alberta"
2006,Jul,17,natural,meteorological - hydrological,storm,2,SIN,,nan,0.0,northern and central ontario
1911,Mar,24,technology,transportation accident,marine,20,0.0,,nan,0.0,"sooke, british columbia"
1912,Mar,9,conflict,fire,non-residential,7,13.0,,nan,0.0,"winnipeg, manitoba"
1943,May,15,technology,fire,non-residential,0,SIN,,nan,0.0,"hebertville-station, quebec"
2000,May,18,conflict,terrorist,chemical,0,27.0,,nan,0.0,quebec city. quebec
1919,May,19,natural,meteorological - hydrological,fire,11,12.0,,nan,0.0,"lac la biche, alberta"
1903,May,20,technology,fire,non-residential,0,SIN,,nan,0.0,"saint-hyacinthe, quebec"
2003,May,20,natural,biological,infestation/epidemic/pandemic,0,0.0,,nan,0.0,alberta
2007,Apr,13,technology,transportation accident,marine,0,0.0,,nan,0.0,northeastern newfoundland
1977,May,23,technology,fire,non-residential,0,SIN,,nan,0.0,"cobalt, ontario"
1908,May,28,natural,meteorological - hydrological,flood,5,SIN,,nan,0.0,"port arthur, ontario"
1903,May,5,technology,transportation accident,marine,15,0.0,,nan,0.0,"thrum cape, nova scotia"
1915,May,7,technology,transportation accident,marine,SIN,SIN,,nan,0.0,off coast of ireland
1950,Nov,11,technology,explosion,non-residential,10,16.0,,nan,0.0,"leduc, alberta"
1972,Nov,14,natural,meteorological - hydrological,storm surge,0,SIN,,nan,0.0,great lakes
2006,Nov,15,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,"vancouver, british columbia"
1997,Nov,19,technology,transportation accident,rail,0,56.0,,nan,0.0,"toronto, ontario"
2008,Nov,19,natural,meteorological - hydrological,storm,0,0.0,,nan,0.0,"cobequid pass, nova scotia"
1994,Nov,20,technology,transportation accident,rail,0,46.0,,nan,0.0,"brighton, ontario"
1902,Nov,23,technology,transportation accident,marine,18,0.0,,nan,0.0,"port burwell, ontario"
2011,Nov,27,natural,meteorological - hydrological,storm,0,SIN,,nan,0.0,"calgary, alberta"
1900,Oct,10,technology,transportation accident,marine,24,SIN,,nan,0.0,bay of fundy
1951,Oct,19,technology,transportation accident,air,23,0.0,,nan,0.0,"mount benson, british columbia"
1916,Oct,20,technology,transportation accident,marine,54,0.0,,nan,0.0,lake erie
1910,Oct,23,technology,transportation accident,marine,19,0.0,,nan,0.0,"shoal bay, newfoundland"
2010,Jul,3,natural,meteorological - hydrological,head event/drought,280,SIN,,nan,0.0,ontario and quebec
1941,Oct,31,technology,explosion,non-residential,29,SIN,,nan,0.0,"rocky mountain house, alberta"
1942,Oct,3,technology,transportation accident,air,11,26.0,,nan,0.0,"botwood, newfoundland"
1966,Oct,7,technology,transportation accident,vehicle,20,23.0,,nan,0.0,"vaudreuil-dorion, quebec"
1989,Oct,8,technology,transportation accident,vehicle,13,45.0,,nan,0.0,"cormier village, new brunswick"
1918,Sep,10,technology,explosion,non-residential,16,0.0,,nan,0.0,"nanaimo, british columbia"
1946,Sep,18,technology,transportation accident,air,27,SIN,,nan,0.0,"gander, newfoundland"
2013,Sep,18,technology,transportation accident,vehicle,9,34.0,,nan,0.0,"ottawa, ontario"
1942,Sep,21,technology,transportation accident,marine,25,SIN,,nan,0.0,"beausoleil island, ontario"
1904,Sep,23,technology,fire,non-residential,SIN,SIN,,nan,0.0,"dawson city, yukon"
1978,Sep,2,technology,transportation accident,air,11,SIN,,nan,0.0,"vancouver, british columbia"
1997,Sep,3,technology,transportation accident,rail,1,78.0,,nan,0.0,"biggar, saskatchewan"
1935,Dec,9,technology,explosion,non-residential,16,3.0,,nan,0.0,"coalhurst, alberta"
1907,Feb,26,technology,fire,non-residential,17,SIN,,nan,0.0,"montreal, quebec"
1901,Aug,15,technology,transportation accident,marine,40,SIN,,nan,0.0,"douglas island, alaska"
1956,May,15,technology,transportation accident,air,15,SIN,,nan,0.0,"orleans, ontario"
1942,Oct,14,technology,transportation accident,marine,136,SIN,,nan,0.0,cabot strait
1910,Oct,26,technology,fire,non-residential,SIN,SIN,,nan,0.0,"victoria, british columbia"
1941,Oct,30,technology,transportation accident,air,20,0.0,,nan,0.0,"lawrence station, ontario"
1928,Sep,18,technology,transportation accident,marine,16,SIN,,nan,0.0,georgian bay
1927,Sep,19,technology,fire,residential,20,SIN,,nan,0.0,"beauval, saskatchewan"
1975,Apr,27,natural,geological,tsunami,0,0.0,,nan,0.0,"kitimat, british columbia"
1909,Dec,7,technology,transportation accident,marine,31,0.0,,nan,0.0,lake erie
1953,Jul,31,technology,transportation accident,vehicle,20,SIN,,nan,0.0,"morrisburg, ontario"
1946,Jun,23,natural,geological,earthquake,2,SIN,,nan,0.0,vancouver island
1900,Sep,12,technology,fire,non-residential,0,SIN,,nan,0.0,"paris, ontario"
1907,Sep,3,technology,transportation accident,rail,7,114.0,,nan,0.0,"caledon, ontario"
1922,Aug,15,technology,fire,residential,12,SIN,,nan,0.0,"prevost, quebec"
1902,Dec,27,technology,transportation accident,rail,31,35.0,,nan,0.0,"wanstead, ontario"
1916,Dec,30,technology,fire,residential,46,SIN,,nan,0.0,"saint-ferdinand, qc"
1954,Jan,30,technology,transportation accident,vehicle,14,8.0,,nan,0.0,"yamachiche, quebec"
1904,Oct,11,technology,fire,non-residential,0,SIN,,nan,0.0,"winnipeg, manitoba"
2014,Aug,7,natural,meteorological - hydrological,storm,0,6.0,,nan,0.0,central alberta
2005,Jan,1,natural,biological,infestation/epidemic/pandemic,0,0.0,,nan,0.0,british columbia
1916,Feb,1,natural,meteorological - hydrological,storm,SIN,SIN,,nan,0.0,"victoria, british columbia"
2012,Feb,6,technology,transportation accident,vehicle,11,3.0,,nan,0.0,"hampstead, ontario"
1900,Sep,11,natural,meteorological - hydrological,storm,54,SIN,,nan,0.0,eastern canada
1918,Feb,24,technology,transportation accident,marine,94,SIN,,nan,0.0,"off cappahayden, newfoundland"
1902,Nov,21,technology,transportation accident,marine,21,0.0,,nan,0.0,lake superior
1905,May,23,technology,fire,non-residential,0,0.0,,nan,0.0,"whitehorse, yukon"
1960,Nov,29,technology,transportation accident,vehicle,17,25.0,,nan,0.0,"lamont, alberta"
1912,Apr,14,technology,transportation accident,marine,20,SIN,,nan,0.0,newfoundland ridge
1922,Dec,1,technology,transportation accident,marine,11,0.0,,nan,SIN,"portage lake canal, lake superior"
2020,Sep,8,natural,meteorological - hydrological,fire,SIN,0.0,,nan,SIN,british columbia
1942,Jul,1,natural,biological,infestation/epidemic/pandemic,17,162.0,,nan,SIN,nova scotia
1950,Jan,4,natural,biological,infestation/epidemic/pandemic,2,55.0,,nan,SIN,"saint-augustin, quebec"
1927,Nov,1,natural,biological,infestation/epidemic/pandemic,0,200.0,,nan,SIN,"saint-leonard, new brunswick"
1941,Jun,17,natural,biological,infestation/epidemic/pandemic,18,948.0,,nan,SIN,manitoba
1937,Jun,1,natural,biological,infestation/epidemic/pandemic,200,3905.0,,nan,SIN,canada
1941,Jul,1,natural,biological,infestation/epidemic/pandemic,19,408.0,,nan,SIN,new brunswick
1930,Jul,1,natural,biological,infestation/epidemic/pandemic,61,671.0,,nan,SIN,ontario
1927,Sep,1,natural,biological,infestation/epidemic/pandemic,37,182.0,,nan,SIN,interior british columbia
1931,Oct,1,natural,biological,infestation/epidemic/pandemic,20,200.0,,nan,SIN,"ste-scholastique, quebec"
1923,Nov,1,natural,biological,infestation/epidemic/pandemic,4,115.0,,nan,SIN,"saint-jerome, quebec"
1948,Jul,8,natural,biological,infestation/epidemic/pandemic,16,60.0,,nan,SIN,"chesterfield inlet, nunavut"
1934,Feb,1,natural,biological,infestation/epidemic/pandemic,0,1000.0,,nan,SIN,"montmagny, quebec"
1929,Aug,1,natural,biological,infestation/epidemic/pandemic,9,200.0,,nan,SIN,"gatineau, quebec"
1916,May,14,natural,biological,infestation/epidemic/pandemic,1,37.0,,nan,SIN,"windsor, ontario"
1932,May,1,natural,biological,infestation/epidemic/pandemic,45,527.0,,nan,SIN,"st. maurice valley, quebec"
1932,Jun,26,natural,biological,infestation/epidemic/pandemic,105,679.0,,nan,SIN,"quebec city, quebec"
1928,Jun,24,natural,biological,infestation/epidemic/pandemic,37,435.0,,nan,SIN,"winnipeg, manitoba"
1952,Jun,1,natural,biological,infestation/epidemic/pandemic,311,4755.0,,nan,SIN,canada
1941,Jun,1,natural,biological,infestation/epidemic/pandemic,130,964.0,,nan,SIN,"manitoba, saskatchewan, alberta"
1930,Jun,1,natural,biological,infestation/epidemic/pandemic,30,120.0,,nan,SIN,"calgary, alberta"
1911,Jan,1,natural,biological,infestation/epidemic/pandemic,83,987.0,,nan,SIN,"ottawa, ontario"
1929,Jun,29,natural,biological,infestation/epidemic/pandemic,26,532.0,,nan,SIN,ontario
1920,Jun,12,natural,biological,infestation/epidemic/pandemic,0,115.0,,nan,SIN,"bathurst, new brunswick"
1912,Jun,1,natural,biological,infestation/epidemic/pandemic,91,1378.0,,nan,SIN,"ottawa, ontario"
1931,Jul,18,natural,biological,infestation/epidemic/pandemic,150,1078.0,,nan,SIN,"montreal, quebec"
1924,Feb,2,natural,biological,infestation/epidemic/pandemic,32,35.0,,nan,SIN,"windsor, ontario"
1923,Mar,19,natural,biological,infestation/epidemic/pandemic,59,823.0,,nan,SIN,"cochrane, ontario"
1920,Mar,1,natural,biological,infestation/epidemic/pandemic,0,160.0,,nan,SIN,"terrebonne, quebec"
1931,Jun,22,natural,biological,infestation/epidemic/pandemic,3,457.0,,nan,SIN,"st. catharines, ontario"
1936,Jun,15,natural,biological,infestation/epidemic/pandemic,33,506.0,,nan,SIN,manitoba
1946,Jul,1,natural,biological,infestation/epidemic/pandemic,115,1612.0,,nan,SIN,quebec
1946,Jul,1,natural,biological,infestation/epidemic/pandemic,11,80.0,,nan,SIN,prince edward island
1927,Jul,1,natural,biological,infestation/epidemic/pandemic,7,109.0,,nan,SIN,"chatham, ontario"
1927,Jul,1,natural,biological,infestation/epidemic/pandemic,53,354.0,,nan,SIN,"edmonton, alberta"
1935,Feb,1,natural,biological,infestation/epidemic/pandemic,40,2000.0,,nan,SIN,"saint-jerome-de-matane, quebec"
1926,Nov,23,technology,explosion,non-residential,11,0.0,,nan,SIN,"coleman, alberta"
1974,Jul,30,technology,explosion,non-residential,6,54.0,,nan,SIN,"valcartier, quebec"
1928,Feb,10,technology,explosion,non-residential,39,0.0,,nan,SIN,"timmins, ontario"
1906,Nov,15,natural,meteorological - hydrological,cold event,SIN,0.0,,nan,SIN,southern alberta
1950,May,9,technology,fire,non-residential,0,0.0,,nan,SIN,"cabano, quebec"
1933,Aug,7,technology,fire,non-residential,0,0.0,,nan,SIN,"cornwall, ontario"
1906,Nov,27,technology,fire,non-residential,SIN,0.0,,nan,SIN,"fort steele, british columbia"
1911,Jul,25,technology,fire,non-residential,SIN,0.0,,nan,SIN,"grand forks, british columbia"
1917,Aug,28,technology,fire,non-residential,SIN,0.0,,nan,SIN,"bellevue, alberta"
1949,Apr,24,technology,fire,non-residential,0,0.0,,nan,SIN,"black diamond, alberta"
1924,Feb,9,technology,fire,non-residential,0,0.0,,nan,SIN,"nanton, alberta"
1902,Aug,25,technology,fire,non-residential,0,1.0,,nan,SIN,"rossland, british columbia"
1905,May,12,technology,fire,non-residential,SIN,0.0,,nan,SIN,"coleman, alberta"
1929,Mar,1,technology,fire,non-residential,0,0.0,,nan,SIN,"rossland, british columbia"
1916,Jul,21,technology,fire,non-residential,0,0.0,,nan,SIN,"courtenay, british columbia"
1908,Jul,10,technology,fire,non-residential,1,0.0,,nan,SIN,"grand forks, british columbia"
1925,Dec,11,technology,fire,non-residential,0,0.0,,nan,SIN,"elko, british columbia"
1904,Apr,29,technology,fire,non-residential,SIN,0.0,,nan,SIN,"fernie, british columbia"
1901,Jun,10,technology,fire,residential,SIN,0.0,,nan,SIN,"michel, british columbia"
2014,May,7,natural,meteorological - hydrological,flood,0,0.0,,nan,SIN,"james bay, ontario"
1932,Jun,1,natural,meteorological - hydrological,flood,SIN,0.0,,nan,SIN,"calgary, alberta"
2018,Apr,25,natural,meteorological - hydrological,flood,0,0.0,,nan,SIN,"kashechewan, ontario"
2017,May,16,natural,meteorological - hydrological,flood,0,0.0,,nan,SIN,"mud lake, newfoundland and labrador"
2018,May,1,natural,meteorological - hydrological,flood,0,0.0,,nan,SIN,"regional district of kootenay boundary, british columbia"
2020,Apr,23,natural,meteorological - hydrological,flood,0,0.0,,nan,SIN,"fort vermilion, alberta"
2020,Apr,26,natural,meteorological - hydrological,flood,1,1.0,,nan,SIN,regional municipality of wood buffalo
2017,Apr,16,natural,meteorological - hydrological,flood,0,0.0,,nan,SIN,"kashechewan, ontario"
1948,May,22,natural,meteorological - hydrological,flood,SIN,0.0,,nan,SIN,"kimberley, british columbia"
1948,May,24,natural,meteorological - hydrological,flood,SIN,0.0,,nan,SIN,"fernie, british columbia"
1916,Mar,20,natural,meteorological - hydrological,flood,SIN,0.0,,nan,SIN,"fernie, british columbia"
1923,May,30,natural,meteorological - hydrological,flood,1,0.0,,nan,SIN,"coleman, alberta"
1942,May,9,natural,meteorological - hydrological,flood,SIN,0.0,,nan,SIN,"coleman, alberta"
1970,Sep,7,technology,hazardous chemicals,marine release,0,0.0,,nan,SIN,gulf of st. lawrence
2019,Sep,7,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,atlantic canada
1927,Nov,3,natural,meteorological - hydrological,storm,5,0.0,,nan,SIN,"eastern townships, quebec"
1980,Mar,23,technology,transportation accident,marine,0,0.0,,nan,SIN,cabot strait
1907,Sep,7,conflict,civil incident,disturbance / demonstrations,0,0.0,,nan,SIN,"vancouver, british columbia"
2020,Jan,30,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,southern bc and vancouver island
1974,Oct,20,natural,meteorological - hydrological,storm,0,5.0,,nan,SIN,"cape breton, nova scotia"
1955,Nov,1,natural,meteorological - hydrological,storm,SIN,SIN,,nan,SIN,"vancouver, british columbia"
2017,Oct,28,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,"ottawa, ontario"
2017,Mar,8,natural,meteorological - hydrological,storm,SIN,0.0,,nan,SIN,southwestern ontario
2017,Apr,4,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,"sainte-therese, quebec"
2019,Oct,31,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,eastern canada
2020,Nov,15,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,"ontario, quebec"
1913,Mar,13,natural,meteorological - hydrological,storm,7,0.0,,nan,SIN,ontario
2011,Apr,27,natural,meteorological - hydrological,storm,2,0.0,,nan,SIN,southern ontario and southern quebec
2012,Aug,14,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,"calgary, alberta"
2012,Jul,26,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,southern alberta
2012,Jul,22,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,southern ontario and southern quebec
2010,Aug,22,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,"calgary, alberta"
2020,Jun,13,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,"calgary, alberta"
2020,Jul,24,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,"calgary, alberta"
2013,Jul,19,natural,meteorological - hydrological,storm,1,10.0,,nan,SIN,southern ontario and southern quebec
2019,Aug,2,natural,meteorological - hydrological,storm,0,0.0,,nan,SIN,"spruce grove, alberta"
2020,Apr,18,conflict,terrorist,shootings,22,3.0,,nan,SIN,nova scotia
1944,Aug,9,natural,meteorological - hydrological,air,4,44.0,,nan,SIN,"kamsack, saskatchewan"
1902,Jul,17,natural,meteorological - hydrological,air,5,12.0,,nan,SIN,"chesterfield, ontario"
1955,Jun,19,natural,meteorological - hydrological,air,0,30.0,,nan,SIN,"vita, manitoba"
1978,Jun,19,natural,meteorological - hydrological,air,1,23.0,,nan,SIN,"morris, manitoba"
2020,Jan,8,technology,transportation accident,air,85,0.0,,nan,SIN,"tehran, iran"
