YEAR,GEO,performance_of_system,Incidents&Casualties,VALUE,Status of casualty,Type of structure
2013,canada,SIN,fire-related deaths,1.0,civilian,institutional fires
2013,canada,SIN,fire-related deaths,0.0,civilian,storage property fires
2013,canada,SIN,fire-related deaths,0.0,civilian,other structure type
2013,canada,SIN,fire-related deaths,0.0,firefighter,total structural fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,residential fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,industrial fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,assembly fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,institutional fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,storage property fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,other structure type
2013,canada,SIN,fire-related deaths,3.0,unknown status of casualty,total structural fires
2013,canada,SIN,fire-related deaths,3.0,unknown status of casualty,residential fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,industrial fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,assembly fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,institutional fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,storage property fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,other structure type
2013,canada,SIN,fire-related deaths,13.0,"total, status of casualty",total structural fires
2013,canada,SIN,fire-related deaths,12.0,"total, status of casualty",residential fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",industrial fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",assembly fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",mercantile fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",business use/personal service fires
2013,canada,SIN,fire-related deaths,1.0,"total, status of casualty",institutional fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",storage property fires
2013,canada,SIN,fire-related deaths,0.0,"total, status of casualty",other structure type
2013,canada,SIN,fire-related deaths,13.0,civilian,total structural fires
2013,canada,SIN,fire-related deaths,12.0,civilian,residential fires
2013,canada,SIN,fire-related deaths,0.0,civilian,industrial fires
2013,canada,SIN,fire-related deaths,0.0,civilian,assembly fires
2013,canada,SIN,fire-related deaths,0.0,civilian,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,civilian,business use/personal service fires
2013,canada,SIN,fire-related deaths,1.0,civilian,institutional fires
2013,canada,SIN,fire-related deaths,0.0,civilian,storage property fires
2013,canada,SIN,fire-related deaths,0.0,civilian,other structure type
2013,canada,SIN,fire-related deaths,0.0,firefighter,total structural fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,residential fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,industrial fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,assembly fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,institutional fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,storage property fires
2013,canada,SIN,fire-related deaths,0.0,firefighter,other structure type
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,total structural fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,residential fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,industrial fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,assembly fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,mercantile fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,business use/personal service fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,institutional fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,storage property fires
2013,canada,SIN,fire-related deaths,0.0,unknown status of casualty,other structure type
2013,canada,SIN,fire-related injuries,1205.0,"total, status of casualty",total structural fires
2013,canada,SIN,fire-related injuries,1009.0,"total, status of casualty",residential fires
2013,canada,SIN,fire-related injuries,22.0,"total, status of casualty",industrial fires
2013,canada,SIN,fire-related injuries,37.0,"total, status of casualty",assembly fires
2013,canada,SIN,fire-related injuries,29.0,"total, status of casualty",mercantile fires
2013,canada,SIN,fire-related injuries,8.0,"total, status of casualty",business use/personal service fires
2013,canada,SIN,fire-related injuries,19.0,"total, status of casualty",institutional fires
2013,canada,SIN,fire-related injuries,36.0,"total, status of casualty",storage property fires
2013,canada,SIN,fire-related injuries,45.0,"total, status of casualty",other structure type
2013,canada,SIN,fire-related injuries,926.0,civilian,total structural fires
2013,canada,SIN,fire-related injuries,811.0,civilian,residential fires
2013,canada,SIN,fire-related injuries,15.0,civilian,industrial fires
2013,canada,SIN,fire-related injuries,22.0,civilian,assembly fires
2013,canada,SIN,fire-related injuries,14.0,civilian,mercantile fires
2013,canada,SIN,fire-related injuries,4.0,civilian,business use/personal service fires
2013,canada,SIN,fire-related injuries,18.0,civilian,institutional fires
2013,canada,SIN,fire-related injuries,23.0,civilian,storage property fires
2013,canada,SIN,fire-related injuries,19.0,civilian,other structure type
2013,canada,SIN,fire-related injuries,279.0,firefighter,total structural fires
2013,canada,SIN,fire-related injuries,198.0,firefighter,residential fires
2013,canada,SIN,fire-related injuries,7.0,firefighter,industrial fires
2013,canada,SIN,fire-related injuries,15.0,firefighter,assembly fires
2013,canada,SIN,fire-related injuries,15.0,firefighter,mercantile fires
2013,canada,SIN,fire-related injuries,4.0,firefighter,business use/personal service fires
2013,canada,SIN,fire-related injuries,1.0,firefighter,institutional fires
2013,canada,SIN,fire-related injuries,13.0,firefighter,storage property fires
2013,canada,SIN,fire-related injuries,26.0,firefighter,other structure type
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,total structural fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,residential fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,industrial fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,assembly fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,mercantile fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,business use/personal service fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,institutional fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,storage property fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,other structure type
2013,canada,SIN,fire-related injuries,25.0,"total, status of casualty",total structural fires
2013,canada,SIN,fire-related injuries,25.0,"total, status of casualty",residential fires
2013,canada,SIN,fire-related injuries,0.0,"total, status of casualty",industrial fires
2013,canada,SIN,fire-related injuries,0.0,"total, status of casualty",assembly fires
2013,canada,SIN,fire-related injuries,0.0,"total, status of casualty",mercantile fires
2013,canada,SIN,fire-related injuries,0.0,"total, status of casualty",business use/personal service fires
2013,canada,SIN,fire-related injuries,0.0,"total, status of casualty",institutional fires
2013,canada,SIN,fire-related injuries,0.0,"total, status of casualty",storage property fires
2013,canada,SIN,fire-related injuries,0.0,"total, status of casualty",other structure type
2013,canada,SIN,fire-related injuries,25.0,civilian,total structural fires
2013,canada,SIN,fire-related injuries,25.0,civilian,residential fires
2013,canada,SIN,fire-related injuries,0.0,civilian,industrial fires
2013,canada,SIN,fire-related injuries,0.0,civilian,assembly fires
2013,canada,SIN,fire-related injuries,0.0,civilian,mercantile fires
2013,canada,SIN,fire-related injuries,0.0,civilian,business use/personal service fires
2013,canada,SIN,fire-related injuries,0.0,civilian,institutional fires
2013,canada,SIN,fire-related injuries,0.0,civilian,storage property fires
2013,canada,SIN,fire-related injuries,0.0,civilian,other structure type
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,total structural fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,residential fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,industrial fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,assembly fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,mercantile fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,business use/personal service fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,institutional fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,storage property fires
2013,canada,SIN,fire-related injuries,0.0,unknown status of casualty,other structure type
2013,canada,SIN,fire-related injuries,50.0,"total, status of casualty",total structural fires
2013,canada,SIN,fire-related injuries,48.0,"total, status of casualty",residential fires
2013,canada,SIN,fire-related injuries,0.0,"total, status of casualty",industrial fires
2013,canada,SIN,fire-related injuries,0.0,"total, status of casualty",assembly fires
2013,canada,SIN,fire-related injuries,0.0,"total, status of casualty",mercantile fires
2013,canada,SIN,fire-related injuries,0.0,"total, status of casualty",business use/personal service fires
2013,canada,SIN,fire-related injuries,0.0,"total, status of casualty",institutional fires
2013,canada,SIN,fire-related injuries,2.0,"total, status of casualty",storage property fires
2013,canada,SIN,fire-related injuries,0.0,"total, status of casualty",other structure type
2013,canada,SIN,fire-related injuries,49.0,civilian,total structural fires
2013,canada,SIN,fire-related injuries,47.0,civilian,residential fires
2013,canada,SIN,fire-related injuries,0.0,civilian,industrial fires
2013,canada,SIN,fire-related injuries,0.0,civilian,assembly fires
2013,canada,SIN,fire-related injuries,0.0,civilian,mercantile fires
2013,canada,SIN,fire-related injuries,0.0,civilian,business use/personal service fires
2013,canada,SIN,fire-related injuries,0.0,civilian,institutional fires
2013,canada,SIN,fire-related injuries,2.0,civilian,storage property fires
2013,canada,SIN,fire-related injuries,0.0,civilian,other structure type
